ID,Product,Country,State,PostalCode
4699,date,India,Delhi,232398
4700,banana,India,Karnataka,186583
4701,date,India,Punjab,865797
4702,date,Canada,Delhi,827008
4703,cherry,USA,Delhi,823708
4704,elderberry,Canada,Haryana,675759
4705,date,India,Tamil Nadu,570185
4706,date,UK,Tamil Nadu,161515
4707,date,India,Delhi,304193
4708,apple,Canada,Haryana,764993
4709,cherry,Canada,Haryana,180273
4710,banana,India,Karnataka,861866
4711,date,Canada,Delhi,361937
4712,cherry,Australia,Punjab,740645
4713,elderberry,Australia,Haryana,341249
4714,elderberry,Australia,Tamil Nadu,301723
4715,apple,UK,Punjab,951345
4716,cherry,UK,Tamil Nadu,161227
4717,date,India,Punjab,477397
4718,cherry,USA,Delhi,917982
4719,date,UK,Delhi,221364
4720,banana,Canada,Haryana,896966
4721,date,UK,Punjab,558398
4722,date,Australia,Delhi,147762
4723,banana,UK,Punjab,578534
4724,cherry,UK,Punjab,162729
4725,date,India,Haryana,148942
4726,elderberry,USA,Punjab,632348
4727,date,USA,Delhi,145674
4728,elderberry,India,Haryana,711962
4729,date,India,Haryana,444567
4730,cherry,Australia,Haryana,799998
4731,apple,USA,Karnataka,895361
4732,apple,USA,Tamil Nadu,789548
4733,elderberry,Canada,Haryana,196957
4734,apple,Australia,Karnataka,819656
4735,banana,Canada,Karnataka,121357
4736,date,UK,Delhi,619890
4737,banana,India,Punjab,141669
4738,date,Australia,Karnataka,474360
4739,banana,India,Punjab,478688
4740,banana,USA,Delhi,996077
4741,elderberry,USA,Delhi,148066
4742,apple,India,Haryana,429227
4743,elderberry,India,Karnataka,105403
4744,cherry,Australia,Punjab,100910
4745,cherry,Canada,Punjab,407976
4746,apple,Canada,Tamil Nadu,404589
4747,apple,India,Tamil Nadu,737982
4748,cherry,UK,Karnataka,268240
4749,cherry,Canada,Tamil Nadu,605120
4750,date,India,Tamil Nadu,520631
4751,cherry,USA,Delhi,344618
4752,banana,Australia,Delhi,986132
4753,elderberry,Canada,Haryana,488190
4754,apple,UK,Punjab,800622
4755,cherry,Australia,Punjab,287228
4756,elderberry,Australia,Delhi,513093
4757,apple,India,Tamil Nadu,637102
4758,cherry,USA,Karnataka,312258
4759,apple,USA,Haryana,418211
4760,banana,UK,Punjab,307552
4761,elderberry,Australia,Haryana,127857
4762,elderberry,Australia,Karnataka,502613
4763,elderberry,Australia,Delhi,552210
4764,banana,India,Haryana,235380
4765,date,UK,Delhi,888874
4766,cherry,UK,Karnataka,278280
4767,cherry,India,Punjab,904861
4768,cherry,UK,Punjab,220756
4769,cherry,UK,Tamil Nadu,166883
4770,date,Australia,Haryana,309008
4771,date,Canada,Delhi,178638
4772,cherry,India,Delhi,405819
4773,banana,India,Haryana,524370
4774,apple,USA,Haryana,825491
4775,cherry,India,Delhi,430892
4776,apple,USA,Tamil Nadu,840646
4777,date,USA,Haryana,365071
4778,apple,India,Haryana,741763
4779,apple,Australia,Tamil Nadu,599476
4780,banana,India,Delhi,196333
4781,cherry,Australia,Delhi,197505
4782,banana,UK,Haryana,465406
4783,elderberry,USA,Karnataka,690634
4784,banana,Canada,Delhi,448237
4785,elderberry,India,Tamil Nadu,282233
4786,apple,Canada,Karnataka,235017
4787,date,Canada,Punjab,455625
4788,cherry,Canada,Karnataka,136408
4789,cherry,USA,Tamil Nadu,245821
4790,apple,USA,Haryana,570844
4791,banana,Canada,Tamil Nadu,751186
4792,cherry,USA,Haryana,384327
4793,cherry,India,Karnataka,191928
4794,banana,Australia,Delhi,243371
4795,cherry,India,Haryana,564064
4796,banana,India,Haryana,959304
4797,banana,Australia,Delhi,652589
4798,cherry,India,Delhi,479448
4799,banana,Australia,Punjab,100934
4800,elderberry,Canada,Punjab,586729
4801,apple,UK,Tamil Nadu,407607
4802,apple,UK,Karnataka,192250
4803,elderberry,Canada,Tamil Nadu,843355
4804,date,Canada,Delhi,897933
4805,cherry,India,Tamil Nadu,185451
4806,apple,Canada,Haryana,511982
4807,banana,Australia,Punjab,420253
4808,elderberry,UK,Punjab,124250
4809,apple,India,Haryana,853753
4810,banana,Canada,Karnataka,779838
4811,elderberry,USA,Haryana,734095
4812,date,India,Karnataka,225158
4813,elderberry,Canada,Karnataka,119115
4814,elderberry,Australia,Delhi,959972
4815,cherry,UK,Karnataka,156758
4816,elderberry,India,Punjab,493193
4817,cherry,USA,Haryana,553545
4818,apple,USA,Delhi,887567
4819,elderberry,Australia,Haryana,911106
4820,elderberry,USA,Karnataka,861595
4821,apple,India,Delhi,242913
4822,cherry,Canada,Tamil Nadu,794563
4823,banana,Canada,Karnataka,160475
4824,apple,UK,Punjab,866019
4825,elderberry,USA,Delhi,242241
4826,banana,UK,Tamil Nadu,570608
4827,date,Canada,Karnataka,561680
4828,elderberry,UK,Haryana,614862
4829,apple,Australia,Tamil Nadu,312703
4830,cherry,USA,Haryana,189144
4831,cherry,USA,Punjab,708919
4832,banana,India,Haryana,575354
4833,date,UK,Delhi,878609
4834,apple,Australia,Tamil Nadu,483371
4835,date,Canada,Karnataka,108179
4836,apple,USA,Punjab,492342
4837,cherry,USA,Tamil Nadu,852546
4838,apple,UK,Karnataka,577138
4839,date,Australia,Punjab,830929
4840,apple,UK,Delhi,787128
4841,banana,Canada,Karnataka,623070
4842,apple,USA,Tamil Nadu,130060
4843,cherry,India,Delhi,379910
4844,apple,UK,Punjab,112434
4845,cherry,Canada,Karnataka,304300
4846,banana,UK,Karnataka,836695
4847,date,Australia,Delhi,470889
4848,elderberry,USA,Punjab,220175
4849,elderberry,USA,Karnataka,467951
4850,date,Canada,Delhi,477765
4851,cherry,USA,Punjab,771932
4852,apple,USA,Delhi,801490
4853,banana,India,Delhi,408444
4854,apple,Australia,Tamil Nadu,398965
4855,cherry,UK,Delhi,155907
4856,cherry,Canada,Haryana,459539
4857,banana,UK,Punjab,655832
4858,apple,India,Delhi,840689
4859,elderberry,UK,Karnataka,196001
4860,apple,Canada,Haryana,820969
4861,apple,Australia,Karnataka,996813
4862,date,UK,Haryana,297580
4863,banana,India,Haryana,397834
4864,cherry,USA,Punjab,821236
4865,date,Canada,Delhi,757526
4866,apple,Australia,Delhi,149732
4867,elderberry,UK,Haryana,674472
4868,elderberry,Canada,Tamil Nadu,605285
4869,apple,USA,Karnataka,877684
4870,banana,India,Haryana,124429
4871,date,Australia,Punjab,664354
4872,apple,Canada,Haryana,587524
4873,date,UK,Punjab,445537
4874,banana,USA,Karnataka,768039
4875,cherry,Canada,Punjab,869383
4876,elderberry,UK,Karnataka,723573
4877,elderberry,India,Karnataka,254006
4878,banana,UK,Tamil Nadu,256708
4879,apple,Canada,Tamil Nadu,244120
4880,banana,India,Punjab,775579
4881,cherry,India,Haryana,419080
4882,banana,Australia,Karnataka,387965
4883,cherry,Canada,Punjab,700715
4884,date,Australia,Tamil Nadu,672490
4885,elderberry,USA,Delhi,448278
4886,apple,Canada,Haryana,825442
4887,apple,India,Karnataka,551263
4888,date,Canada,Karnataka,857886
4889,cherry,Australia,Haryana,851526
4890,cherry,USA,Tamil Nadu,463745
4891,date,UK,Haryana,876778
4892,cherry,Australia,Tamil Nadu,410574
4893,apple,UK,Delhi,162081
4894,cherry,Canada,Haryana,262455
4895,date,UK,Tamil Nadu,495442
4896,elderberry,India,Karnataka,599695
4897,banana,UK,Haryana,145481
4898,date,Canada,Haryana,981437
4899,date,USA,Tamil Nadu,170049
4900,apple,Australia,Punjab,534637
4901,date,India,Haryana,488171
4902,apple,Canada,Tamil Nadu,923604
4903,elderberry,Australia,Punjab,194392
4904,date,USA,Karnataka,784758
4905,cherry,UK,Delhi,676191
4906,cherry,USA,Delhi,809105
4907,cherry,Australia,Tamil Nadu,975509
4908,cherry,UK,Tamil Nadu,304466
4909,elderberry,USA,Delhi,516435
4910,date,USA,Delhi,947954
4911,elderberry,USA,Delhi,538111
4912,banana,India,Punjab,858060
4913,banana,Australia,Tamil Nadu,640404
4914,apple,Canada,Delhi,555802
4915,cherry,Canada,Tamil Nadu,820123
4916,banana,India,Punjab,892342
4917,banana,UK,Tamil Nadu,126119
4918,cherry,Canada,Haryana,459253
4919,elderberry,USA,Tamil Nadu,345542
4920,banana,India,Punjab,348080
4921,apple,Australia,Delhi,151907
4922,date,Australia,Haryana,526071
4923,banana,UK,Tamil Nadu,442737
4924,elderberry,Canada,Haryana,696652
4925,date,Australia,Haryana,613038
4926,elderberry,Australia,Delhi,888499
4927,banana,USA,Tamil Nadu,373509
4928,apple,USA,Karnataka,892913
4929,elderberry,USA,Karnataka,152765
4930,banana,India,Haryana,427539
4931,apple,India,Delhi,921077
4932,apple,UK,Delhi,534962
4933,elderberry,Australia,Karnataka,175006
4934,elderberry,Australia,Haryana,545387
4935,apple,Canada,Delhi,701557
4936,apple,Australia,Delhi,424084
4937,banana,Canada,Punjab,144637
4938,elderberry,UK,Karnataka,654644
4939,elderberry,UK,Punjab,711536
4940,date,Canada,Haryana,122409
4941,cherry,India,Punjab,371709
4942,elderberry,UK,Delhi,944422
4943,apple,UK,Punjab,426024
4944,date,Australia,Punjab,167513
4945,elderberry,Canada,Haryana,990971
4946,apple,Canada,Tamil Nadu,917678
4947,apple,UK,Haryana,477736
4948,banana,Canada,Tamil Nadu,774226
4949,banana,Canada,Delhi,966126
4950,date,Canada,Delhi,434825
4951,elderberry,India,Delhi,512619
4952,date,UK,Delhi,905318
4953,cherry,India,Haryana,452849
4954,elderberry,India,Haryana,956695
4955,apple,UK,Tamil Nadu,863011
4956,apple,Australia,Karnataka,554897
4957,banana,Canada,Karnataka,495775
4958,banana,Canada,Karnataka,820370
4959,elderberry,USA,Karnataka,591088
4960,cherry,Australia,Karnataka,838734
4961,apple,Australia,Tamil Nadu,939676
4962,elderberry,India,Tamil Nadu,233752
4963,apple,USA,Punjab,973714
4964,elderberry,USA,Delhi,722578
4965,apple,USA,Delhi,772985
4966,cherry,Canada,Delhi,509217
4967,apple,USA,Haryana,695253
4968,date,Australia,Tamil Nadu,979153
4969,cherry,India,Haryana,627410
4970,banana,Australia,Tamil Nadu,247334
4971,date,USA,Punjab,355085
4972,banana,USA,Karnataka,799567
4973,apple,India,Tamil Nadu,643746
4974,elderberry,Canada,Tamil Nadu,724118
4975,date,UK,Karnataka,587306
4976,cherry,USA,Punjab,483848
4977,cherry,Canada,Haryana,146823
4978,apple,UK,Karnataka,351995
4979,cherry,India,Haryana,738866
4980,cherry,USA,Haryana,903028
4981,banana,USA,Punjab,280218
4982,banana,India,Tamil Nadu,851510
4983,cherry,USA,Delhi,670095
4984,apple,Australia,Karnataka,249507
4985,apple,India,Haryana,176188
4986,elderberry,UK,Delhi,290785
4987,elderberry,India,Tamil Nadu,824191
4988,date,UK,Tamil Nadu,755339
4989,apple,UK,Delhi,452471
4990,banana,Australia,Haryana,144505
4991,cherry,Canada,Punjab,396858
4992,cherry,Australia,Delhi,865684
4993,banana,Canada,Punjab,631706
4994,banana,UK,Karnataka,409860
4995,banana,USA,Haryana,231570
4996,cherry,Canada,Tamil Nadu,225484
4997,cherry,USA,Haryana,117097
4998,elderberry,USA,Delhi,255984
4999,banana,India,Haryana,762906
5000,apple,India,Punjab,102734
5001,cherry,UK,Karnataka,336090
5002,apple,India,Punjab,407445
5003,apple,USA,Haryana,738922
5004,banana,India,Karnataka,830993
5005,apple,USA,Delhi,288475
5006,date,USA,Delhi,744560
5007,elderberry,USA,Karnataka,843756
5008,cherry,USA,Delhi,585048
5009,elderberry,India,Haryana,635128
5010,date,USA,Haryana,333787
5011,apple,UK,Tamil Nadu,776953
5012,apple,India,Haryana,387687
5013,date,Canada,Punjab,714658
5014,elderberry,UK,Punjab,496559
5015,cherry,UK,Karnataka,154223
5016,apple,USA,Delhi,107934
5017,elderberry,UK,Karnataka,654257
5018,date,USA,Tamil Nadu,451544
5019,date,USA,Karnataka,539546
5020,banana,Canada,Delhi,361374
5021,elderberry,Canada,Punjab,335885
5022,apple,UK,Punjab,940335
5023,banana,USA,Haryana,500222
5024,cherry,UK,Punjab,206466
5025,cherry,Australia,Tamil Nadu,566846
5026,date,USA,Haryana,916110
5027,banana,Canada,Delhi,316112
5028,date,Canada,Haryana,486553
5029,elderberry,USA,Karnataka,596906
5030,elderberry,Australia,Karnataka,880614
5031,banana,India,Karnataka,691536
5032,banana,India,Punjab,274435
5033,cherry,USA,Haryana,914362
5034,banana,Canada,Karnataka,546745
5035,apple,UK,Haryana,818509
5036,apple,UK,Haryana,639327
5037,elderberry,USA,Karnataka,264784
5038,apple,UK,Delhi,439213
5039,banana,UK,Karnataka,496478
5040,elderberry,UK,Punjab,953750
5041,apple,Australia,Delhi,549781
5042,cherry,UK,Tamil Nadu,820715
5043,cherry,USA,Karnataka,537163
5044,apple,Canada,Tamil Nadu,698032
5045,apple,Canada,Delhi,941708
5046,elderberry,Canada,Tamil Nadu,384545
5047,banana,India,Delhi,819430
5048,cherry,Canada,Delhi,369085
5049,date,Australia,Karnataka,736165
5050,date,Canada,Delhi,217411
5051,banana,Canada,Karnataka,703168
5052,cherry,India,Haryana,820425
5053,cherry,Australia,Delhi,297769
5054,banana,USA,Haryana,282878
5055,banana,Australia,Delhi,945779
5056,elderberry,Canada,Delhi,186535
5057,elderberry,USA,Punjab,775896
5058,cherry,India,Karnataka,426935
5059,banana,India,Tamil Nadu,695035
5060,date,Canada,Tamil Nadu,540172
5061,elderberry,India,Haryana,935663
5062,apple,India,Delhi,665997
5063,elderberry,Australia,Punjab,275344
5064,banana,USA,Karnataka,422808
5065,cherry,USA,Haryana,444786
5066,elderberry,USA,Delhi,673914
5067,banana,Australia,Punjab,238616
5068,date,UK,Punjab,710352
5069,date,USA,Tamil Nadu,844728
5070,apple,India,Delhi,100456
5071,banana,Canada,Delhi,636122
5072,banana,UK,Delhi,798154
5073,banana,USA,Karnataka,498359
5074,cherry,USA,Delhi,274218
5075,elderberry,India,Karnataka,752696
5076,elderberry,India,Delhi,127132
5077,cherry,UK,Haryana,708781
5078,elderberry,UK,Delhi,941835
5079,banana,Australia,Tamil Nadu,808135
5080,banana,Australia,Punjab,643884
5081,apple,Australia,Karnataka,537885
5082,elderberry,USA,Karnataka,380055
5083,apple,Australia,Punjab,369007
5084,date,India,Haryana,770160
5085,cherry,USA,Delhi,647247
5086,cherry,Canada,Delhi,330396
5087,banana,Australia,Delhi,702393
5088,banana,UK,Tamil Nadu,917993
5089,date,Australia,Haryana,922263
5090,apple,Canada,Haryana,371773
5091,banana,Canada,Karnataka,579223
5092,cherry,India,Delhi,711461
5093,elderberry,USA,Delhi,471706
5094,banana,Canada,Punjab,171077
5095,date,Australia,Delhi,768324
5096,cherry,India,Karnataka,926939
5097,elderberry,India,Delhi,937801
5098,elderberry,USA,Tamil Nadu,595824
5099,apple,UK,Karnataka,715521
5100,apple,USA,Haryana,169298
5101,elderberry,UK,Delhi,765979
5102,apple,UK,Tamil Nadu,592777
5103,banana,UK,Karnataka,857102
5104,elderberry,India,Tamil Nadu,178326
5105,apple,Australia,Tamil Nadu,384755
5106,cherry,Australia,Tamil Nadu,262147
5107,banana,Canada,Haryana,799468
5108,banana,India,Delhi,226699
5109,cherry,UK,Haryana,577878
5110,apple,India,Karnataka,256254
5111,banana,USA,Delhi,547742
5112,date,USA,Karnataka,804482
5113,date,UK,Delhi,535063
5114,apple,USA,Punjab,511907
5115,banana,India,Tamil Nadu,245747
5116,elderberry,Canada,Delhi,276219
5117,date,Canada,Delhi,669868
5118,cherry,Australia,Karnataka,372105
5119,date,India,Karnataka,537014
5120,elderberry,USA,Haryana,202873
5121,banana,USA,Punjab,708569
5122,apple,Canada,Tamil Nadu,905226
5123,elderberry,USA,Karnataka,377400
5124,date,Canada,Tamil Nadu,300793
5125,date,USA,Delhi,841786
5126,apple,Canada,Tamil Nadu,832163
5127,apple,USA,Haryana,549298
5128,date,India,Haryana,148270
5129,cherry,India,Tamil Nadu,140657
5130,cherry,Australia,Karnataka,754416
5131,cherry,UK,Haryana,917051
5132,elderberry,Canada,Karnataka,767724
5133,date,Australia,Haryana,372011
5134,elderberry,Canada,Delhi,643116
5135,elderberry,Australia,Haryana,424686
5136,apple,Australia,Tamil Nadu,323460
5137,date,India,Haryana,700178
5138,elderberry,Australia,Punjab,661805
5139,elderberry,India,Karnataka,869096
5140,apple,India,Tamil Nadu,188728
5141,date,Canada,Haryana,755931
5142,elderberry,Canada,Karnataka,380403
5143,apple,India,Delhi,947698
5144,banana,USA,Haryana,409300
5145,cherry,Australia,Haryana,433705
5146,banana,UK,Tamil Nadu,365498
5147,cherry,Canada,Punjab,649228
5148,date,Australia,Karnataka,212457
5149,banana,USA,Punjab,298401
5150,cherry,India,Tamil Nadu,140083
5151,cherry,India,Delhi,258421
5152,elderberry,UK,Karnataka,328795
5153,date,Australia,Haryana,342158
5154,cherry,Australia,Delhi,154835
5155,elderberry,USA,Karnataka,797442
5156,cherry,India,Delhi,994623
5157,banana,India,Karnataka,507414
5158,banana,UK,Delhi,343940
5159,date,UK,Punjab,744896
5160,apple,Australia,Tamil Nadu,552157
5161,date,India,Karnataka,690670
5162,apple,Canada,Punjab,760171
5163,banana,Australia,Haryana,442701
5164,banana,USA,Punjab,992496
5165,elderberry,Australia,Karnataka,133525
5166,apple,USA,Delhi,468921
5167,cherry,India,Punjab,380278
5168,elderberry,Australia,Tamil Nadu,941563
5169,date,Australia,Karnataka,691197
5170,apple,UK,Delhi,959869
5171,elderberry,UK,Delhi,699055
5172,banana,USA,Tamil Nadu,944991
5173,date,India,Delhi,373975
5174,elderberry,UK,Punjab,291980
5175,cherry,India,Tamil Nadu,173271
5176,banana,Canada,Haryana,330269
5177,elderberry,Canada,Punjab,222171
5178,banana,USA,Punjab,529191
5179,elderberry,Australia,Punjab,814702
5180,elderberry,Canada,Delhi,969666
5181,banana,UK,Delhi,836977
5182,apple,UK,Delhi,914296
5183,date,Canada,Haryana,999268
5184,cherry,USA,Haryana,729092
5185,apple,India,Karnataka,392942
5186,cherry,Canada,Delhi,733313
5187,date,Canada,Karnataka,128459
5188,date,Canada,Punjab,590897
5189,banana,UK,Delhi,437183
5190,cherry,Canada,Delhi,771200
5191,cherry,UK,Punjab,312234
5192,banana,Australia,Tamil Nadu,972107
5193,apple,UK,Haryana,691872
5194,apple,Canada,Punjab,770028
5195,elderberry,Canada,Tamil Nadu,718706
5196,elderberry,Australia,Delhi,991922
5197,date,India,Haryana,169920
5198,date,UK,Karnataka,288777
5199,date,UK,Delhi,715903
5200,elderberry,India,Delhi,343941
5201,apple,USA,Punjab,510694
5202,apple,Australia,Haryana,946845
5203,apple,Canada,Haryana,971098
5204,cherry,UK,Punjab,777625
5205,banana,Australia,Haryana,128901
5206,banana,UK,Karnataka,118876
5207,elderberry,India,Tamil Nadu,549388
5208,apple,UK,Tamil Nadu,975327
5209,banana,Canada,Punjab,733238
5210,banana,UK,Tamil Nadu,356279
5211,elderberry,Canada,Delhi,426855
5212,banana,UK,Punjab,902727
5213,date,Australia,Tamil Nadu,788613
5214,date,Australia,Delhi,485520
5215,elderberry,Canada,Punjab,499925
5216,banana,India,Tamil Nadu,189636
5217,apple,UK,Delhi,358099
5218,elderberry,USA,Karnataka,567820
5219,cherry,USA,Delhi,170712
5220,banana,UK,Tamil Nadu,584254
5221,apple,Canada,Punjab,855129
5222,date,India,Haryana,965242
5223,date,India,Tamil Nadu,369375
5224,elderberry,USA,Haryana,738949
5225,elderberry,UK,Delhi,686807
5226,date,Canada,Tamil Nadu,703352
5227,banana,Australia,Delhi,697794
5228,banana,Australia,Haryana,589463
5229,elderberry,USA,Tamil Nadu,559586
5230,apple,Canada,Punjab,763263
5231,cherry,USA,Delhi,301605
5232,elderberry,USA,Tamil Nadu,635865
5233,date,India,Delhi,309230
5234,banana,India,Punjab,212659
5235,elderberry,India,Punjab,324281
5236,apple,Australia,Punjab,641026
5237,date,Australia,Punjab,656957
5238,elderberry,India,Delhi,582883
5239,banana,USA,Karnataka,466931
5240,apple,Canada,Delhi,746612
5241,apple,Canada,Delhi,397214
5242,elderberry,India,Karnataka,212683
5243,apple,Australia,Tamil Nadu,587049
5244,cherry,Australia,Delhi,760923
5245,apple,India,Karnataka,111747
5246,banana,Australia,Tamil Nadu,811961
5247,elderberry,Canada,Haryana,322374
5248,cherry,Canada,Haryana,396243
5249,elderberry,UK,Delhi,725736
5250,banana,USA,Karnataka,989610
5251,banana,India,Karnataka,916575
5252,banana,Australia,Tamil Nadu,904022
5253,elderberry,India,Punjab,935095
5254,elderberry,Canada,Haryana,120255
5255,cherry,Canada,Delhi,492167
5256,cherry,UK,Karnataka,831798
5257,cherry,USA,Karnataka,343706
5258,cherry,Australia,Delhi,610731
5259,banana,Australia,Karnataka,282095
5260,cherry,UK,Punjab,728533
5261,date,USA,Punjab,672699
5262,banana,Australia,Delhi,469078
5263,apple,USA,Tamil Nadu,550989
5264,banana,India,Haryana,837366
5265,date,USA,Delhi,488225
5266,banana,UK,Haryana,515012
5267,date,UK,Delhi,697539
5268,cherry,UK,Karnataka,597767
5269,apple,Canada,Haryana,996656
5270,date,UK,Punjab,119167
5271,banana,USA,Tamil Nadu,494446
5272,banana,India,Tamil Nadu,822789
5273,apple,UK,Punjab,886374
5274,apple,India,Haryana,776829
5275,elderberry,Australia,Haryana,951151
5276,apple,USA,Tamil Nadu,967264
5277,elderberry,Canada,Haryana,694347
5278,elderberry,UK,Delhi,944277
5279,date,India,Punjab,179025
5280,apple,Canada,Tamil Nadu,102862
5281,cherry,Canada,Karnataka,922894
5282,elderberry,Canada,Delhi,289647
5283,cherry,USA,Punjab,165802
5284,elderberry,USA,Punjab,441455
5285,cherry,USA,Punjab,689980
5286,cherry,Australia,Tamil Nadu,814975
5287,banana,Australia,Delhi,963950
5288,banana,Canada,Haryana,479134
5289,elderberry,Canada,Karnataka,465222
5290,date,Australia,Delhi,736200
5291,cherry,India,Punjab,237377
5292,date,Canada,Haryana,380676
5293,date,USA,Karnataka,924261
5294,banana,India,Tamil Nadu,143122
5295,cherry,India,Punjab,935516
5296,apple,India,Punjab,789743
5297,elderberry,UK,Karnataka,205463
5298,apple,India,Delhi,875692
5299,elderberry,Canada,Delhi,830226
5300,banana,India,Delhi,602796
5301,banana,India,Punjab,275060
5302,date,UK,Haryana,875179
5303,date,USA,Delhi,978904
5304,banana,USA,Karnataka,532514
5305,cherry,Australia,Punjab,804085
5306,elderberry,India,Punjab,306502
5307,apple,UK,Punjab,895093
5308,elderberry,UK,Haryana,874102
5309,banana,Canada,Tamil Nadu,183703
5310,cherry,USA,Punjab,322624
5311,date,Canada,Delhi,580526
5312,banana,Canada,Haryana,707508
5313,cherry,India,Tamil Nadu,415067
5314,cherry,UK,Haryana,816053
5315,elderberry,Canada,Delhi,987680
5316,elderberry,Australia,Punjab,634631
5317,banana,India,Haryana,352029
5318,date,India,Karnataka,817556
5319,cherry,India,Punjab,973109
5320,elderberry,USA,Punjab,538766
5321,elderberry,India,Tamil Nadu,304961
5322,cherry,India,Karnataka,145013
5323,elderberry,Canada,Karnataka,300673
5324,cherry,Canada,Punjab,559056
5325,cherry,UK,Haryana,245127
5326,apple,Canada,Delhi,927906
5327,cherry,India,Tamil Nadu,633832
5328,date,USA,Haryana,801501
5329,apple,USA,Punjab,847780
5330,apple,India,Punjab,350688
5331,cherry,UK,Karnataka,583724
5332,elderberry,USA,Tamil Nadu,527028
5333,elderberry,Australia,Tamil Nadu,324343
5334,banana,USA,Delhi,606628
5335,date,UK,Haryana,390816
5336,apple,UK,Tamil Nadu,764607
5337,apple,Canada,Tamil Nadu,289686
5338,cherry,Canada,Karnataka,582275
5339,elderberry,India,Punjab,311022
5340,date,USA,Punjab,978298
5341,banana,Australia,Tamil Nadu,640132
5342,apple,Canada,Karnataka,224544
5343,apple,India,Delhi,605313
5344,elderberry,Australia,Tamil Nadu,784809
5345,apple,USA,Tamil Nadu,798358
5346,date,Canada,Karnataka,597808
5347,date,USA,Haryana,485802
5348,cherry,India,Haryana,183064
5349,elderberry,India,Punjab,939303
5350,cherry,UK,Karnataka,886678
5351,banana,Australia,Tamil Nadu,756132
5352,elderberry,Australia,Karnataka,392464
5353,date,USA,Karnataka,581931
5354,apple,USA,Tamil Nadu,453560
5355,date,USA,Delhi,435447
5356,elderberry,USA,Haryana,974751
5357,apple,USA,Tamil Nadu,238375
5358,banana,India,Haryana,535851
5359,date,UK,Haryana,552484
5360,elderberry,UK,Karnataka,768010
5361,banana,UK,Haryana,566809
5362,cherry,India,Delhi,994876
5363,banana,USA,Tamil Nadu,243767
5364,apple,Australia,Punjab,984515
5365,apple,India,Karnataka,985640
5366,banana,UK,Punjab,705667
5367,apple,Australia,Tamil Nadu,182553
5368,cherry,USA,Haryana,842402
5369,banana,UK,Delhi,729229
5370,date,Australia,Tamil Nadu,446272
5371,date,UK,Karnataka,186055
5372,banana,Australia,Delhi,513612
5373,elderberry,UK,Karnataka,156625
5374,banana,UK,Tamil Nadu,337405
5375,apple,Canada,Haryana,289165
5376,cherry,India,Haryana,642275
5377,apple,UK,Punjab,925763
5378,apple,USA,Karnataka,435989
5379,cherry,UK,Delhi,297366
5380,apple,Canada,Punjab,820189
5381,apple,India,Punjab,412055
5382,date,Australia,Delhi,834453
5383,banana,India,Haryana,480237
5384,date,Australia,Haryana,972309
5385,cherry,Canada,Haryana,338963
5386,cherry,UK,Karnataka,673080
5387,date,UK,Punjab,363681
5388,banana,USA,Delhi,895848
5389,elderberry,Australia,Haryana,272021
5390,cherry,India,Haryana,843166
5391,elderberry,India,Punjab,605549
5392,date,UK,Tamil Nadu,560848
5393,banana,UK,Haryana,333316
5394,date,Canada,Karnataka,315753
5395,apple,USA,Tamil Nadu,787425
5396,apple,Australia,Tamil Nadu,267109
5397,apple,Canada,Punjab,207554
5398,date,India,Tamil Nadu,581976
5399,cherry,UK,Karnataka,715611
5400,cherry,UK,Haryana,320387
5401,cherry,India,Delhi,801239
5402,apple,Australia,Haryana,630179
5403,apple,Canada,Tamil Nadu,832738
5404,date,USA,Punjab,305057
5405,apple,India,Punjab,626350
5406,apple,USA,Punjab,791459
5407,banana,India,Karnataka,478717
5408,date,USA,Haryana,135465
5409,banana,UK,Tamil Nadu,952190
5410,elderberry,India,Delhi,872254
5411,cherry,USA,Haryana,966365
5412,date,UK,Karnataka,872412
5413,date,USA,Punjab,264048
5414,elderberry,Canada,Punjab,559143
5415,date,USA,Karnataka,320990
5416,date,India,Haryana,324121
5417,elderberry,Australia,Haryana,423393
5418,banana,USA,Haryana,928998
5419,apple,India,Karnataka,905829
5420,banana,Canada,Punjab,364049
5421,banana,India,Delhi,497864
5422,elderberry,Australia,Haryana,268499
5423,date,USA,Haryana,141270
5424,cherry,Australia,Tamil Nadu,324182
5425,banana,UK,Haryana,724823
5426,cherry,Australia,Punjab,754294
5427,elderberry,USA,Punjab,714275
5428,apple,USA,Delhi,556044
5429,banana,USA,Karnataka,472459
5430,apple,India,Tamil Nadu,566938
5431,apple,USA,Karnataka,270014
5432,elderberry,USA,Tamil Nadu,899716
5433,cherry,UK,Haryana,587588
5434,cherry,USA,Delhi,910900
5435,apple,Australia,Delhi,697733
5436,cherry,India,Punjab,968142
5437,date,India,Haryana,565205
5438,date,Canada,Tamil Nadu,458763
5439,date,UK,Delhi,859222
5440,cherry,Australia,Punjab,741737
5441,apple,India,Tamil Nadu,976869
5442,apple,UK,Tamil Nadu,979329
5443,apple,India,Punjab,842833
5444,banana,Canada,Delhi,785150
5445,banana,USA,Punjab,146360
5446,banana,India,Tamil Nadu,434906
5447,elderberry,Canada,Karnataka,814299
5448,banana,USA,Tamil Nadu,701041
5449,date,UK,Karnataka,870215
5450,banana,USA,Delhi,987740
5451,apple,USA,Haryana,614051
5452,banana,Canada,Punjab,633958
5453,cherry,UK,Haryana,737175
5454,cherry,USA,Haryana,365210
